entity_1,relationship,entity_2
Passengers,acted_by,Laurence Fishburne
Fantastic Beasts and Where to Find Them,genre,Adventure
Fantastic Beasts and Where to Find Them,genre,Family
Fantastic Beasts and Where to Find Them,genre,Fantasy
Fantastic Beasts and Where to Find Them,directed_by,David Yates
Fantastic Beasts and Where to Find Them,acted_by,Eddie Redmayne
Fantastic Beasts and Where to Find Them,acted_by,Katherine Waterston
Fantastic Beasts and Where to Find Them,acted_by,Alison Sudol
Fantastic Beasts and Where to Find Them,acted_by,Dan Fogler
Hidden Figures,genre,Biography
Hidden Figures,genre,Drama
Hidden Figures,genre,History
Hidden Figures,directed_by,Theodore Melfi
Hidden Figures,acted_by,Taraji P. Henson
Hidden Figures,acted_by,Octavia Spencer
Hidden Figures,acted_by,Janelle Monáe
Hidden Figures,acted_by,Kevin Costner
Rogue One,genre,Action
Rogue One,genre,Adventure
Rogue One,genre,Sci-Fi
Rogue One,directed_by,Gareth Edwards
Rogue One,acted_by,Felicity Jones
Rogue One,acted_by,Diego Luna
Rogue One,acted_by,Alan Tudyk
Rogue One,acted_by,Donnie Yen
Moana,genre,Animation
Moana,genre,Adventure
Moana,genre,Comedy
Moana,directed_by,Ron Clements
Moana,acted_by,Auli'i Cravalho
Moana,acted_by,Dwayne Johnson
Moana,acted_by,Rachel House
Moana,acted_by,Temuera Morrison
Colossal,genre,Action
Colossal,genre,Comedy
Colossal,genre,Drama
Colossal,directed_by,Nacho Vigalondo
Colossal,acted_by,Anne Hathaway
Colossal,acted_by,Jason Sudeikis
Colossal,acted_by,Austin Stowell
Colossal,acted_by,Tim Blake Nelson
The Secret Life of Pets,genre,Animation
The Secret Life of Pets,genre,Adventure
The Secret Life of Pets,genre,Comedy
The Secret Life of Pets,directed_by,Chris Renaud
The Secret Life of Pets,acted_by,Louis C.K.
The Secret Life of Pets,acted_by,Eric Stonestreet
The Secret Life of Pets,acted_by,Kevin Hart
The Secret Life of Pets,acted_by,Lake Bell
Hacksaw Ridge,genre,Biography
Hacksaw Ridge,genre,Drama
Hacksaw Ridge,genre,History
Hacksaw Ridge,directed_by,Mel Gibson
Hacksaw Ridge,acted_by,Andrew Garfield
Hacksaw Ridge,acted_by,Sam Worthington
Hacksaw Ridge,acted_by,Luke Bracey
Hacksaw Ridge,acted_by,Teresa Palmer
Jason Bourne,genre,Action
Jason Bourne,genre,Thriller
Jason Bourne,directed_by,Paul Greengrass
Jason Bourne,acted_by,Matt Damon
Jason Bourne,acted_by,Tommy Lee Jones
Jason Bourne,acted_by,Alicia Vikander
Jason Bourne,acted_by,Vincent Cassel
Lion,genre,Biography
Lion,genre,Drama
Lion,directed_by,Garth Davis
Lion,acted_by,Dev Patel
Lion,acted_by,Nicole Kidman
Lion,acted_by,Rooney Mara
Lion,acted_by,Sunny Pawar
Arrival,genre,Drama
Arrival,genre,Mystery
Arrival,genre,Sci-Fi
Arrival,directed_by,Denis Villeneuve
Arrival,acted_by,Amy Adams
Arrival,acted_by,Jeremy Renner
Arrival,acted_by,Forest Whitaker
Arrival,acted_by,Michael Stuhlbarg
Gold,genre,Adventure
Gold,genre,Drama
Gold,genre,Thriller
Gold,directed_by,Stephen Gaghan
Gold,acted_by,Matthew McConaughey
Gold,acted_by,Edgar Ramírez
Gold,acted_by,Bryce Dallas Howard
Gold,acted_by,Corey Stoll
Manchester by the Sea,genre,Drama
Manchester by the Sea,directed_by,Kenneth Lonergan
Manchester by the Sea,acted_by,Casey Affleck
Manchester by the Sea,acted_by,Michelle Williams
Manchester by the Sea,acted_by,Kyle Chandler
Manchester by the Sea,acted_by,Lucas Hedges
Hounds of Love,genre,Crime
Hounds of Love,genre,Drama
Hounds of Love,genre,Horror
Hounds of Love,directed_by,Ben Young
Hounds of Love,acted_by,Emma Booth
Hounds of Love,acted_by,Ashleigh Cummings
Hounds of Love,acted_by,Stephen Curry
Hounds of Love,acted_by,Susie Porter
Trolls,genre,Animation
Trolls,genre,Adventure
Trolls,genre,Comedy
Trolls,directed_by,Walt Dohrn
Trolls,acted_by,Anna Kendrick
Trolls,acted_by,Justin Timberlake
Trolls,acted_by,Zooey Deschanel
Trolls,acted_by,Christopher Mintz-Plasse
Independence Day: Resurgence,genre,Action
Independence Day: Resurgence,genre,Adventure
Independence Day: Resurgence,genre,Sci-Fi
Independence Day: Resurgence,directed_by,Roland Emmerich
Independence Day: Resurgence,acted_by,Liam Hemsworth
Independence Day: Resurgence,acted_by,Jeff Goldblum
Independence Day: Resurgence,acted_by,Bill Pullman
Independence Day: Resurgence,acted_by,Maika Monroe
Paris pieds nus,genre,Comedy
Paris pieds nus,directed_by,Dominique Abel
Paris pieds nus,acted_by,Fiona Gordon
Paris pieds nus,acted_by,Dominique Abel
Paris pieds nus,acted_by,Emmanuelle Riva
Paris pieds nus,acted_by,Pierre Richard
Bahubali: The Beginning,genre,Action
Bahubali: The Beginning,genre,Adventure
Bahubali: The Beginning,genre,Drama
Bahubali: The Beginning,directed_by,S.S. Rajamouli
Bahubali: The Beginning,acted_by,Prabhas
Bahubali: The Beginning,acted_by,Rana Daggubati
Bahubali: The Beginning,acted_by,Anushka Shetty
Bahubali: The Beginning,acted_by,Tamannaah Bhatia
Dead Awake,genre,Horror
Dead Awake,genre,Thriller
Dead Awake,directed_by,Phillip Guzman
Dead Awake,acted_by,Jocelin Donahue
Dead Awake,acted_by,Jesse Bradford
Dead Awake,acted_by,Jesse Borrego
Dead Awake,acted_by,Lori Petty
Bad Moms,genre,Comedy
Bad Moms,directed_by,Jon Lucas
Bad Moms,acted_by,Mila Kunis
Bad Moms,acted_by,Kathryn Hahn
Bad Moms,acted_by,Kristen Bell
Bad Moms,acted_by,Christina Applegate
Assassin's Creed,genre,Action
Assassin's Creed,genre,Adventure
Assassin's Creed,genre,Drama
Assassin's Creed,directed_by,Justin Kurzel
Assassin's Creed,acted_by,Michael Fassbender
Assassin's Creed,acted_by,Marion Cotillard
Assassin's Creed,acted_by,Jeremy Irons
Assassin's Creed,acted_by,Brendan Gleeson
Why Him?,genre,Comedy
Why Him?,directed_by,John Hamburg
Why Him?,acted_by,Zoey Deutch
Why Him?,acted_by,James Franco
Why Him?,acted_by,Tangie Ambrose
Why Him?,acted_by,Cedric the Entertainer
Nocturnal Animals,genre,Drama
Nocturnal Animals,genre,Thriller
Nocturnal Animals,directed_by,Tom Ford
Nocturnal Animals,acted_by,Amy Adams
Nocturnal Animals,acted_by,Jake Gyllenhaal
Nocturnal Animals,acted_by,Michael Shannon
Nocturnal Animals,acted_by,Aaron Taylor-Johnson
X-Men: Apocalypse,genre,Action
X-Men: Apocalypse,genre,Adventure
X-Men: Apocalypse,genre,Sci-Fi
X-Men: Apocalypse,directed_by,Bryan Singer
X-Men: Apocalypse,acted_by,James McAvoy
X-Men: Apocalypse,acted_by,Michael Fassbender
X-Men: Apocalypse,acted_by,Jennifer Lawrence
X-Men: Apocalypse,acted_by,Nicholas Hoult
Deadpool,genre,Action
Deadpool,genre,Adventure
Deadpool,genre,Comedy
Deadpool,directed_by,Tim Miller
Deadpool,acted_by,Ryan Reynolds
Deadpool,acted_by,Morena Baccarin
Deadpool,acted_by,T.J. Miller
Deadpool,acted_by,Ed Skrein
Resident Evil: The Final Chapter,genre,Action
Resident Evil: The Final Chapter,genre,Horror
Resident Evil: The Final Chapter,genre,Sci-Fi
Resident Evil: The Final Chapter,directed_by,Paul W.S. Anderson
Resident Evil: The Final Chapter,acted_by,Milla Jovovich
Resident Evil: The Final Chapter,acted_by,Iain Glen
Resident Evil: The Final Chapter,acted_by,Ali Larter
Resident Evil: The Final Chapter,acted_by,Shawn Roberts
Captain America: Civil War,genre,Action
Captain America: Civil War,genre,Adventure
Captain America: Civil War,genre,Sci-Fi
Captain America: Civil War,directed_by,Anthony Russo
Captain America: Civil War,acted_by,Chris Evans
Captain America: Civil War,acted_by,Robert Downey Jr.
Captain America: Civil War,acted_by,Scarlett Johansson
Captain America: Civil War,acted_by,Sebastian Stan
Interstellar,genre,Adventure
Interstellar,genre,Drama
Interstellar,genre,Sci-Fi
Interstellar,directed_by,Christopher Nolan
Interstellar,acted_by,Matthew McConaughey
Interstellar,acted_by,Anne Hathaway
Interstellar,acted_by,Jessica Chastain
Interstellar,acted_by,Mackenzie Foy
Doctor Strange,genre,Action
Doctor Strange,genre,Adventure
Doctor Strange,genre,Fantasy
Doctor Strange,directed_by,Scott Derrickson
Doctor Strange,acted_by,Benedict Cumberbatch
Doctor Strange,acted_by,Chiwetel Ejiofor
Doctor Strange,acted_by,Rachel McAdams
Doctor Strange,acted_by,Benedict Wong
The Magnificent Seven,genre,Action
The Magnificent Seven,genre,Adventure
The Magnificent Seven,genre,Western
The Magnificent Seven,directed_by,Antoine Fuqua
The Magnificent Seven,acted_by,Denzel Washington
The Magnificent Seven,acted_by,Chris Pratt
The Magnificent Seven,acted_by,Ethan Hawke
The Magnificent Seven,acted_by,Vincent D'Onofrio
5- 25- 77,genre,Comedy
5- 25- 77,genre,Drama
5- 25- 77,directed_by,Patrick Read Johnson
5- 25- 77,acted_by,John Francis Daley
5- 25- 77,acted_by,Austin Pendleton
5- 25- 77,acted_by,Colleen Camp
5- 25- 77,acted_by,Neil Flynn
Sausage Party,genre,Animation
Sausage Party,genre,Adventure
Sausage Party,genre,Comedy
Sausage Party,directed_by,Greg Tiernan
Sausage Party,acted_by,Seth Rogen
Sausage Party,acted_by,Kristen Wiig
Sausage Party,acted_by,Jonah Hill
Sausage Party,acted_by,Alistair Abell
Moonlight,genre,Drama
Moonlight,directed_by,Barry Jenkins
Moonlight,acted_by,Mahershala Ali
Moonlight,acted_by,Shariff Earp
Moonlight,acted_by,Duan Sanderson
Moonlight,acted_by,Alex R. Hibbert
Don't Fuck in the Woods,genre,Horror
Don't Fuck in the Woods,directed_by,Shawn Burkett
Don't Fuck in the Woods,acted_by,Brittany Blanton
Don't Fuck in the Woods,acted_by,Ayse Howard
Don't Fuck in the Woods,acted_by,Roman Jossart
Don't Fuck in the Woods,acted_by,Nadia White
The Founder,genre,Biography
The Founder,genre,Drama
The Founder,genre,History
The Founder,directed_by,John Lee Hancock
The Founder,acted_by,Michael Keaton
The Founder,acted_by,Nick Offerman
The Founder,acted_by,John Carroll Lynch
The Founder,acted_by,Linda Cardellini
Lowriders,genre,Drama
Lowriders,directed_by,Ricardo de Montreuil
Lowriders,acted_by,Gabriel Chavarria
Lowriders,acted_by,Demián Bichir
Lowriders,acted_by,Theo Rossi
Lowriders,acted_by,Tony Revolori
Pirates of the Caribbean: On Stranger Tides,genre,Action
Pirates of the Caribbean: On Stranger Tides,genre,Adventure
Pirates of the Caribbean: On Stranger Tides,genre,Fantasy
Pirates of the Caribbean: On Stranger Tides,directed_by,Rob Marshall
Pirates of the Caribbean: On Stranger Tides,acted_by,Johnny Depp
Pirates of the Caribbean: On Stranger Tides,acted_by,Penélope Cruz
Pirates of the Caribbean: On Stranger Tides,acted_by,Ian McShane
Pirates of the Caribbean: On Stranger Tides,acted_by,Geoffrey Rush
Miss Sloane,genre,Drama
Miss Sloane,genre,Thriller
Miss Sloane,directed_by,John Madden
Miss Sloane,acted_by,Jessica Chastain
Miss Sloane,acted_by,Mark Strong
Miss Sloane,acted_by,Gugu Mbatha-Raw
Miss Sloane,acted_by,Michael Stuhlbarg
Fallen,genre,Adventure
Fallen,genre,Drama
Fallen,genre,Fantasy
Fallen,directed_by,Scott Hicks
Fallen,acted_by,Hermione Corfield
Fallen,acted_by,Addison Timlin
Fallen,acted_by,Joely Richardson
Fallen,acted_by,Jeremy Irvine
Star Trek Beyond,genre,Action
Star Trek Beyond,genre,Adventure
Star Trek Beyond,genre,Sci-Fi
Star Trek Beyond,directed_by,Justin Lin
Star Trek Beyond,acted_by,Chris Pine
Star Trek Beyond,acted_by,Zachary Quinto
Star Trek Beyond,acted_by,Karl Urban
Star Trek Beyond,acted_by,Zoe Saldana
The Last Face,genre,Drama
The Last Face,directed_by,Sean Penn
The Last Face,acted_by,Charlize Theron
The Last Face,acted_by,Javier Bardem
The Last Face,acted_by,Adèle Exarchopoulos
The Last Face,acted_by,Jared Harris
Star Wars: Episode VII - The Force Awakens,genre,Action
Star Wars: Episode VII - The Force Awakens,genre,Adventure
Star Wars: Episode VII - The Force Awakens,genre,Fantasy
Star Wars: Episode VII - The Force Awakens,directed_by,J.J. Abrams
Star Wars: Episode VII - The Force Awakens,acted_by,Daisy Ridley
Star Wars: Episode VII - The Force Awakens,acted_by,John Boyega
Star Wars: Episode VII - The Force Awakens,acted_by,Oscar Isaac
Star Wars: Episode VII - The Force Awakens,acted_by,Domhnall Gleeson
Underworld: Blood Wars,genre,Action
Underworld: Blood Wars,genre,Adventure
Underworld: Blood Wars,genre,Fantasy
Underworld: Blood Wars,directed_by,Anna Foerster
Underworld: Blood Wars,acted_by,Kate Beckinsale
Underworld: Blood Wars,acted_by,Theo James
Underworld: Blood Wars,acted_by,Tobias Menzies
Underworld: Blood Wars,acted_by,Lara Pulver
Mother's Day,genre,Comedy
Mother's Day,genre,Drama
Mother's Day,directed_by,Garry Marshall
Mother's Day,acted_by,Jennifer Aniston
Mother's Day,acted_by,Kate Hudson
Mother's Day,acted_by,Julia Roberts
Mother's Day,acted_by,Jason Sudeikis
John Wick,genre,Action
John Wick,genre,Crime
John Wick,genre,Thriller
John Wick,directed_by,Chad Stahelski
John Wick,acted_by,Keanu Reeves
John Wick,acted_by,Michael Nyqvist
John Wick,acted_by,Alfie Allen
John Wick,acted_by,Willem Dafoe
The Dark Knight,genre,Action
The Dark Knight,genre,Crime
The Dark Knight,genre,Drama
The Dark Knight,directed_by,Christopher Nolan
The Dark Knight,acted_by,Christian Bale
The Dark Knight,acted_by,Heath Ledger
The Dark Knight,acted_by,Aaron Eckhart
The Dark Knight,acted_by,Michael Caine
Silence,genre,Adventure
Silence,genre,Drama
Silence,genre,History
Silence,directed_by,Martin Scorsese
Silence,acted_by,Andrew Garfield
Silence,acted_by,Adam Driver
Silence,acted_by,Liam Neeson
Silence,acted_by,Tadanobu Asano
Don't Breathe,genre,Crime
Don't Breathe,genre,Horror
Don't Breathe,genre,Thriller
Don't Breathe,directed_by,Fede Alvarez
Don't Breathe,acted_by,Stephen Lang
Don't Breathe,acted_by,Jane Levy
Don't Breathe,acted_by,Dylan Minnette
Don't Breathe,acted_by,Daniel Zovatto
Me Before You,genre,Drama
Me Before You,genre,Romance
Me Before You,directed_by,Thea Sharrock
Me Before You,acted_by,Emilia Clarke
Me Before You,acted_by,Sam Claflin
Me Before You,acted_by,Janet McTeer
Me Before You,acted_by,Charles Dance
Their Finest,genre,Comedy
Their Finest,genre,Drama
Their Finest,genre,Romance
Their Finest,directed_by,Lone Scherfig
Their Finest,acted_by,Gemma Arterton
Their Finest,acted_by,Sam Claflin
Their Finest,acted_by,Bill Nighy
Their Finest,acted_by,Jack Huston
Sully,genre,Biography
Sully,genre,Drama
Sully,directed_by,Clint Eastwood
Sully,acted_by,Tom Hanks
Sully,acted_by,Aaron Eckhart
Sully,acted_by,Laura Linney
Sully,acted_by,Valerie Mahaffey
Batman v Superman: Dawn of Justice,genre,Action
Batman v Superman: Dawn of Justice,genre,Adventure
Batman v Superman: Dawn of Justice,genre,Sci-Fi
Batman v Superman: Dawn of Justice,directed_by,Zack Snyder
Batman v Superman: Dawn of Justice,acted_by,Ben Affleck
Batman v Superman: Dawn of Justice,acted_by,Henry Cavill
Batman v Superman: Dawn of Justice,acted_by,Amy Adams
Batman v Superman: Dawn of Justice,acted_by,Jesse Eisenberg
The Autopsy of Jane Doe,genre,Horror
The Autopsy of Jane Doe,genre,Mystery
The Autopsy of Jane Doe,genre,Thriller
The Autopsy of Jane Doe,directed_by,André Øvredal
The Autopsy of Jane Doe,acted_by,Brian Cox
The Autopsy of Jane Doe,acted_by,Emile Hirsch
The Autopsy of Jane Doe,acted_by,Ophelia Lovibond
The Autopsy of Jane Doe,acted_by,Michael McElhatton
The Girl on the Train,genre,Crime
The Girl on the Train,genre,Drama
The Girl on the Train,genre,Mystery
The Girl on the Train,directed_by,Tate Taylor
The Girl on the Train,acted_by,Emily Blunt
The Girl on the Train,acted_by,Haley Bennett
The Girl on the Train,acted_by,Rebecca Ferguson
The Girl on the Train,acted_by,Justin Theroux
Fifty Shades of Grey,genre,Drama
Fifty Shades of Grey,genre,Romance
Fifty Shades of Grey,genre,Thriller
Fifty Shades of Grey,directed_by,Sam Taylor-Johnson
Fifty Shades of Grey,acted_by,Dakota Johnson
Fifty Shades of Grey,acted_by,Jamie Dornan
Fifty Shades of Grey,acted_by,Jennifer Ehle
Fifty Shades of Grey,acted_by,Eloise Mumford
The Prestige,genre,Drama
The Prestige,genre,Mystery
The Prestige,genre,Sci-Fi
The Prestige,directed_by,Christopher Nolan
The Prestige,acted_by,Christian Bale
The Prestige,acted_by,Hugh Jackman
The Prestige,acted_by,Scarlett Johansson
The Prestige,acted_by,Michael Caine
Kingsman: The Secret Service,genre,Action
Kingsman: The Secret Service,genre,Adventure
Kingsman: The Secret Service,genre,Comedy
Kingsman: The Secret Service,directed_by,Matthew Vaughn
Kingsman: The Secret Service,acted_by,Colin Firth
Kingsman: The Secret Service,acted_by,Taron Egerton
Kingsman: The Secret Service,acted_by,Samuel L. Jackson
Kingsman: The Secret Service,acted_by,Michael Caine
Patriots Day,genre,Drama
Patriots Day,genre,History
Patriots Day,genre,Thriller
Patriots Day,directed_by,Peter Berg
Patriots Day,acted_by,Mark Wahlberg
Patriots Day,acted_by,Michelle Monaghan
Patriots Day,acted_by,J.K. Simmons
Patriots Day,acted_by,John Goodman
Mad Max: Fury Road,genre,Action
Mad Max: Fury Road,genre,Adventure
Mad Max: Fury Road,genre,Sci-Fi
Mad Max: Fury Road,directed_by,George Miller
Mad Max: Fury Road,acted_by,Tom Hardy
Mad Max: Fury Road,acted_by,Charlize Theron
Mad Max: Fury Road,acted_by,Nicholas Hoult
Mad Max: Fury Road,acted_by,Zoë Kravitz
Wakefield,genre,Drama
Wakefield,directed_by,Robin Swicord
Wakefield,acted_by,Bryan Cranston
Wakefield,acted_by,Jennifer Garner
Wakefield,acted_by,Beverly D'Angelo
Wakefield,acted_by,Jason O'Mara
Deepwater Horizon,genre,Action
Deepwater Horizon,genre,Drama
Deepwater Horizon,genre,Thriller
Deepwater Horizon,directed_by,Peter Berg
Deepwater Horizon,acted_by,Mark Wahlberg
Deepwater Horizon,acted_by,Kurt Russell
Deepwater Horizon,acted_by,Douglas M. Griffin
Deepwater Horizon,acted_by,James DuMont
The Promise,genre,Drama
The Promise,genre,History
The Promise,directed_by,Terry George
The Promise,acted_by,Oscar Isaac
The Promise,acted_by,Charlotte Le Bon
The Promise,acted_by,Christian Bale
The Promise,acted_by,Daniel Giménez Cacho
Allied,genre,Action
Allied,genre,Drama
Allied,genre,Romance
Allied,directed_by,Robert Zemeckis
Allied,acted_by,Brad Pitt
Allied,acted_by,Marion Cotillard
Allied,acted_by,Jared Harris
Allied,acted_by,Vincent Ebrahim
A Monster Calls,genre,Drama
A Monster Calls,genre,Fantasy
A Monster Calls,directed_by,J.A. Bayona
A Monster Calls,acted_by,Lewis MacDougall
A Monster Calls,acted_by,Sigourney Weaver
A Monster Calls,acted_by,Felicity Jones
A Monster Calls,acted_by,Toby Kebbell
Collateral Beauty,genre,Drama
Collateral Beauty,genre,Romance
Collateral Beauty,directed_by,David Frankel
Collateral Beauty,acted_by,Will Smith
Collateral Beauty,acted_by,Edward Norton
Collateral Beauty,acted_by,Kate Winslet
Collateral Beauty,acted_by,Michael Peña
Zootopia,genre,Animation
Zootopia,genre,Adventure
Zootopia,genre,Comedy
Zootopia,directed_by,Byron Howard
Zootopia,acted_by,Ginnifer Goodwin
Zootopia,acted_by,Jason Bateman
Zootopia,acted_by,Idris Elba
Zootopia,acted_by,Jenny Slate
Pirates of the Caribbean: At World's End,genre,Action
Pirates of the Caribbean: At World's End,genre,Adventure
Pirates of the Caribbean: At World's End,genre,Fantasy
Pirates of the Caribbean: At World's End,directed_by,Gore Verbinski
Pirates of the Caribbean: At World's End,acted_by,Johnny Depp
Pirates of the Caribbean: At World's End,acted_by,Orlando Bloom
Pirates of the Caribbean: At World's End,acted_by,Keira Knightley
Pirates of the Caribbean: At World's End,acted_by,Geoffrey Rush
The Avengers,genre,Action
The Avengers,genre,Sci-Fi
The Avengers,directed_by,Joss Whedon
The Avengers,acted_by,Robert Downey Jr.
The Avengers,acted_by,Chris Evans
The Avengers,acted_by,Scarlett Johansson
The Avengers,acted_by,Jeremy Renner
Inglourious Basterds,genre,Adventure
Inglourious Basterds,genre,Drama
Inglourious Basterds,genre,War
Inglourious Basterds,directed_by,Quentin Tarantino
Inglourious Basterds,acted_by,Brad Pitt
Inglourious Basterds,acted_by,Diane Kruger
Inglourious Basterds,acted_by,Eli Roth
Inglourious Basterds,acted_by,Mélanie Laurent
Pirates of the Caribbean: Dead Man's Chest,genre,Action
Pirates of the Caribbean: Dead Man's Chest,genre,Adventure
Pirates of the Caribbean: Dead Man's Chest,genre,Fantasy
Pirates of the Caribbean: Dead Man's Chest,directed_by,Gore Verbinski
Pirates of the Caribbean: Dead Man's Chest,acted_by,Johnny Depp
Pirates of the Caribbean: Dead Man's Chest,acted_by,Orlando Bloom
Pirates of the Caribbean: Dead Man's Chest,acted_by,Keira Knightley
Pirates of the Caribbean: Dead Man's Chest,acted_by,Jack Davenport
Ghostbusters,genre,Action
Ghostbusters,genre,Comedy
Ghostbusters,genre,Fantasy
Ghostbusters,directed_by,Paul Feig
Ghostbusters,acted_by,Melissa McCarthy
Ghostbusters,acted_by,Kristen Wiig
Ghostbusters,acted_by,Kate McKinnon
Ghostbusters,acted_by,Leslie Jones
Inception,genre,Action
Inception,genre,Adventure
Inception,genre,Sci-Fi
Inception,directed_by,Christopher Nolan
Inception,acted_by,Leonardo DiCaprio
Inception,acted_by,Joseph Gordon-Levitt
Inception,acted_by,Ellen Page
Inception,acted_by,Ken Watanabe
Captain Fantastic,genre,Comedy
Captain Fantastic,genre,Drama
Captain Fantastic,directed_by,Matt Ross
Captain Fantastic,acted_by,Viggo Mortensen
Captain Fantastic,acted_by,George MacKay
Captain Fantastic,acted_by,Samantha Isler
Captain Fantastic,acted_by,Annalise Basso
The Wolf of Wall Street,genre,Biography
The Wolf of Wall Street,genre,Comedy
The Wolf of Wall Street,genre,Crime
The Wolf of Wall Street,directed_by,Martin Scorsese
The Wolf of Wall Street,acted_by,Leonardo DiCaprio
The Wolf of Wall Street,acted_by,Jonah Hill
The Wolf of Wall Street,acted_by,Margot Robbie
The Wolf of Wall Street,acted_by,Matthew McConaughey
Gone Girl,genre,Crime
Gone Girl,genre,Drama
Gone Girl,genre,Mystery
Gone Girl,directed_by,David Fincher
Gone Girl,acted_by,Ben Affleck
Gone Girl,acted_by,Rosamund Pike
Gone Girl,acted_by,Neil Patrick Harris
Gone Girl,acted_by,Tyler Perry
Furious Seven,genre,Action
Furious Seven,genre,Crime
Furious Seven,genre,Thriller
Furious Seven,directed_by,James Wan
Furious Seven,acted_by,Vin Diesel
Furious Seven,acted_by,Paul Walker
Furious Seven,acted_by,Dwayne Johnson
Furious Seven,acted_by,Jason Statham
Jurassic World,genre,Action
Jurassic World,genre,Adventure
Jurassic World,genre,Sci-Fi
Jurassic World,directed_by,Colin Trevorrow
Jurassic World,acted_by,Chris Pratt
Jurassic World,acted_by,Bryce Dallas Howard
Jurassic World,acted_by,Ty Simpkins
Jurassic World,acted_by,Judy Greer
Live by Night,genre,Crime
Live by Night,genre,Drama
Live by Night,directed_by,Ben Affleck
Live by Night,acted_by,Ben Affleck
Live by Night,acted_by,Elle Fanning
Live by Night,acted_by,Brendan Gleeson
Live by Night,acted_by,Chris Messina
Avatar,genre,Action
Avatar,genre,Adventure
Avatar,genre,Fantasy
Avatar,directed_by,James Cameron
Avatar,acted_by,Sam Worthington
Avatar,acted_by,Zoe Saldana
Avatar,acted_by,Sigourney Weaver
Avatar,acted_by,Michelle Rodriguez
The Hateful Eight,genre,Crime
The Hateful Eight,genre,Drama
The Hateful Eight,genre,Mystery
The Hateful Eight,directed_by,Quentin Tarantino
The Hateful Eight,acted_by,Samuel L. Jackson
The Hateful Eight,acted_by,Kurt Russell
The Hateful Eight,acted_by,Jennifer Jason Leigh
The Hateful Eight,acted_by,Walton Goggins
The Accountant,genre,Action
The Accountant,genre,Crime
The Accountant,genre,Drama
The Accountant,directed_by,Gavin O'Connor
The Accountant,acted_by,Ben Affleck
The Accountant,acted_by,Anna Kendrick
The Accountant,acted_by,J.K. Simmons
The Accountant,acted_by,Jon Bernthal
Prisoners,genre,Crime
Prisoners,genre,Drama
Prisoners,genre,Mystery
Prisoners,directed_by,Denis Villeneuve
Prisoners,acted_by,Hugh Jackman
Prisoners,acted_by,Jake Gyllenhaal
Prisoners,acted_by,Viola Davis
Prisoners,acted_by,Melissa Leo
Warcraft,genre,Action
Warcraft,genre,Adventure
Warcraft,genre,Fantasy
Warcraft,directed_by,Duncan Jones
